t,n,m,psa,grade_group,stage
pT3,pN0,cM1c,less than 10,4,IVB
pT3,pN0,cM1c,less than 10,5,IVB
pT3,pN0,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN0,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN0,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN0,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN0,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN0,cM1c,greater than or equal to 20,1,IVB
pT3,pN0,cM1c,greater than or equal to 20,2,IVB
pT3,pN0,cM1c,greater than or equal to 20,3,IVB
pT3,pN0,cM1c,greater than or equal to 20,4,IVB
pT3,pN0,cM1c,greater than or equal to 20,5,IVB
pT3,pN0,pM1,less than 10,1,IVB
pT3,pN0,pM1,less than 10,2,IVB
pT3,pN0,pM1,less than 10,3,IVB
pT3,pN0,pM1,less than 10,4,IVB
pT3,pN0,pM1,less than 10,5,IVB
pT3,pN0,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN0,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN0,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN0,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN0,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN0,pM1,greater than or equal to 20,1,IVB
pT3,pN0,pM1,greater than or equal to 20,2,IVB
pT3,pN0,pM1,greater than or equal to 20,3,IVB
pT3,pN0,pM1,greater than or equal to 20,4,IVB
pT3,pN0,pM1,greater than or equal to 20,5,IVB
pT3,pN0,pM1a,less than 10,1,IVB
pT3,pN0,pM1a,less than 10,2,IVB
pT3,pN0,pM1a,less than 10,3,IVB
pT3,pN0,pM1a,less than 10,4,IVB
pT3,pN0,pM1a,less than 10,5,IVB
pT3,pN0,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN0,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN0,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN0,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN0,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN0,pM1a,greater than or equal to 20,1,IVB
pT3,pN0,pM1a,greater than or equal to 20,2,IVB
pT3,pN0,pM1a,greater than or equal to 20,3,IVB
pT3,pN0,pM1a,greater than or equal to 20,4,IVB
pT3,pN0,pM1a,greater than or equal to 20,5,IVB
pT3,pN0,pM1b,less than 10,1,IVB
pT3,pN0,pM1b,less than 10,2,IVB
pT3,pN0,pM1b,less than 10,3,IVB
pT3,pN0,pM1b,less than 10,4,IVB
pT3,pN0,pM1b,less than 10,5,IVB
pT3,pN0,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN0,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN0,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN0,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN0,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN0,pM1b,greater than or equal to 20,1,IVB
pT3,pN0,pM1b,greater than or equal to 20,2,IVB
pT3,pN0,pM1b,greater than or equal to 20,3,IVB
pT3,pN0,pM1b,greater than or equal to 20,4,IVB
pT3,pN0,pM1b,greater than or equal to 20,5,IVB
pT3,pN0,pM1c,less than 10,1,IVB
pT3,pN0,pM1c,less than 10,2,IVB
pT3,pN0,pM1c,less than 10,3,IVB
pT3,pN0,pM1c,less than 10,4,IVB
pT3,pN0,pM1c,less than 10,5,IVB
pT3,pN0,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN0,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN0,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN0,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN0,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN0,pM1c,greater than or equal to 20,1,IVB
pT3,pN0,pM1c,greater than or equal to 20,2,IVB
pT3,pN0,pM1c,greater than or equal to 20,3,IVB
pT3,pN0,pM1c,greater than or equal to 20,4,IVB
pT3,pN0,pM1c,greater than or equal to 20,5,IVB
pT3,pN1,cM1,less than 10,1,IVB
pT3,pN1,cM1,less than 10,2,IVB
pT3,pN1,cM1,less than 10,3,IVB
pT3,pN1,cM1,less than 10,4,IVB
pT3,pN1,cM1,less than 10,5,IVB
pT3,pN1,cM1,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,cM1,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,cM1,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,cM1,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,cM1,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,cM1,greater than or equal to 20,1,IVB
pT3,pN1,cM1,greater than or equal to 20,2,IVB
pT3,pN1,cM1,greater than or equal to 20,3,IVB
pT3,pN1,cM1,greater than or equal to 20,4,IVB
pT3,pN1,cM1,greater than or equal to 20,5,IVB
pT3,pN1,cM1a,less than 10,1,IVB
pT3,pN1,cM1a,less than 10,2,IVB
pT3,pN1,cM1a,less than 10,3,IVB
pT3,pN1,cM1a,less than 10,4,IVB
pT3,pN1,cM1a,less than 10,5,IVB
pT3,pN1,cM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,cM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,cM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,cM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,cM1a,greater than or equal to 20,1,IVB
pT3,pN1,cM1a,greater than or equal to 20,2,IVB
pT3,pN1,cM1a,greater than or equal to 20,3,IVB
pT3,pN1,cM1a,greater than or equal to 20,4,IVB
pT3,pN1,cM1a,greater than or equal to 20,5,IVB
pT3,pN1,cM1b,less than 10,1,IVB
pT3,pN1,cM1b,less than 10,2,IVB
pT3,pN1,cM1b,less than 10,3,IVB
pT3,pN1,cM1b,less than 10,4,IVB
pT3,pN1,cM1b,less than 10,5,IVB
pT3,pN1,cM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,cM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,cM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,cM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,cM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,cM1b,greater than or equal to 20,1,IVB
pT3,pN1,cM1b,greater than or equal to 20,2,IVB
pT3,pN1,cM1b,greater than or equal to 20,3,IVB
pT3,pN1,cM1b,greater than or equal to 20,4,IVB
pT3,pN1,cM1b,greater than or equal to 20,5,IVB
pT3,pN1,cM1c,less than 10,1,IVB
pT3,pN1,cM1c,less than 10,2,IVB
pT3,pN1,cM1c,less than 10,3,IVB
pT3,pN1,cM1c,less than 10,4,IVB
pT3,pN1,cM1c,less than 10,5,IVB
pT3,pN1,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,cM1c,greater than or equal to 20,1,IVB
pT3,pN1,cM1c,greater than or equal to 20,2,IVB
pT3,pN1,cM1c,greater than or equal to 20,3,IVB
pT3,pN1,cM1c,greater than or equal to 20,4,IVB
pT3,pN1,cM1c,greater than or equal to 20,5,IVB
pT3,pN1,pM1,less than 10,1,IVB
pT3,pN1,pM1,less than 10,2,IVB
pT3,pN1,pM1,less than 10,3,IVB
pT3,pN1,pM1,less than 10,4,IVB
pT3,pN1,pM1,less than 10,5,IVB
pT3,pN1,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,pM1,greater than or equal to 20,1,IVB
pT3,pN1,pM1,greater than or equal to 20,2,IVB
pT3,pN1,pM1,greater than or equal to 20,3,IVB
pT3,pN1,pM1,greater than or equal to 20,4,IVB
pT3,pN1,pM1,greater than or equal to 20,5,IVB
pT3,pN1,pM1a,less than 10,1,IVB
pT3,pN1,pM1a,less than 10,2,IVB
pT3,pN1,pM1a,less than 10,3,IVB
pT3,pN1,pM1a,less than 10,4,IVB
pT3,pN1,pM1a,less than 10,5,IVB
pT3,pN1,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,pM1a,greater than or equal to 20,1,IVB
pT3,pN1,pM1a,greater than or equal to 20,2,IVB
pT3,pN1,pM1a,greater than or equal to 20,3,IVB
pT3,pN1,pM1a,greater than or equal to 20,4,IVB
pT3,pN1,pM1a,greater than or equal to 20,5,IVB
pT3,pN1,pM1b,less than 10,1,IVB
pT3,pN1,pM1b,less than 10,2,IVB
pT3,pN1,pM1b,less than 10,3,IVB
pT3,pN1,pM1b,less than 10,4,IVB
pT3,pN1,pM1b,less than 10,5,IVB
pT3,pN1,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,pM1b,greater than or equal to 20,1,IVB
pT3,pN1,pM1b,greater than or equal to 20,2,IVB
pT3,pN1,pM1b,greater than or equal to 20,3,IVB
pT3,pN1,pM1b,greater than or equal to 20,4,IVB
pT3,pN1,pM1b,greater than or equal to 20,5,IVB
pT3,pN1,pM1c,less than 10,1,IVB
pT3,pN1,pM1c,less than 10,2,IVB
pT3,pN1,pM1c,less than 10,3,IVB
pT3,pN1,pM1c,less than 10,4,IVB
pT3,pN1,pM1c,less than 10,5,IVB
pT3,pN1,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3,pN1,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3,pN1,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3,pN1,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3,pN1,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3,pN1,pM1c,greater than or equal to 20,1,IVB
pT3,pN1,pM1c,greater than or equal to 20,2,IVB
pT3,pN1,pM1c,greater than or equal to 20,3,IVB
pT3,pN1,pM1c,greater than or equal to 20,4,IVB
pT3,pN1,pM1c,greater than or equal to 20,5,IVB
pT3a,pNX,cM1,less than 10,1,IVB
pT3a,pNX,cM1,less than 10,2,IVB
pT3a,pNX,cM1,less than 10,3,IVB
pT3a,pNX,cM1,less than 10,4,IVB
pT3a,pNX,cM1,less than 10,5,IVB
pT3a,pNX,cM1,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,cM1,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,cM1,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,cM1,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,cM1,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,cM1,greater than or equal to 20,1,IVB
pT3a,pNX,cM1,greater than or equal to 20,2,IVB
pT3a,pNX,cM1,greater than or equal to 20,3,IVB
pT3a,pNX,cM1,greater than or equal to 20,4,IVB
pT3a,pNX,cM1,greater than or equal to 20,5,IVB
pT3a,pNX,cM1a,less than 10,1,IVB
pT3a,pNX,cM1a,less than 10,2,IVB
pT3a,pNX,cM1a,less than 10,3,IVB
pT3a,pNX,cM1a,less than 10,4,IVB
pT3a,pNX,cM1a,less than 10,5,IVB
pT3a,pNX,cM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,cM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,cM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,cM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,cM1a,greater than or equal to 20,1,IVB
pT3a,pNX,cM1a,greater than or equal to 20,2,IVB
pT3a,pNX,cM1a,greater than or equal to 20,3,IVB
pT3a,pNX,cM1a,greater than or equal to 20,4,IVB
pT3a,pNX,cM1a,greater than or equal to 20,5,IVB
pT3a,pNX,cM1b,less than 10,1,IVB
pT3a,pNX,cM1b,less than 10,2,IVB
pT3a,pNX,cM1b,less than 10,3,IVB
pT3a,pNX,cM1b,less than 10,4,IVB
pT3a,pNX,cM1b,less than 10,5,IVB
pT3a,pNX,cM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,cM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,cM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,cM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,cM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,cM1b,greater than or equal to 20,1,IVB
pT3a,pNX,cM1b,greater than or equal to 20,2,IVB
pT3a,pNX,cM1b,greater than or equal to 20,3,IVB
pT3a,pNX,cM1b,greater than or equal to 20,4,IVB
pT3a,pNX,cM1b,greater than or equal to 20,5,IVB
pT3a,pNX,cM1c,less than 10,1,IVB
pT3a,pNX,cM1c,less than 10,2,IVB
pT3a,pNX,cM1c,less than 10,3,IVB
pT3a,pNX,cM1c,less than 10,4,IVB
pT3a,pNX,cM1c,less than 10,5,IVB
pT3a,pNX,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,cM1c,greater than or equal to 20,1,IVB
pT3a,pNX,cM1c,greater than or equal to 20,2,IVB
pT3a,pNX,cM1c,greater than or equal to 20,3,IVB
pT3a,pNX,cM1c,greater than or equal to 20,4,IVB
pT3a,pNX,cM1c,greater than or equal to 20,5,IVB
pT3a,pNX,pM1,less than 10,1,IVB
pT3a,pNX,pM1,less than 10,2,IVB
pT3a,pNX,pM1,less than 10,3,IVB
pT3a,pNX,pM1,less than 10,4,IVB
pT3a,pNX,pM1,less than 10,5,IVB
pT3a,pNX,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,pM1,greater than or equal to 20,1,IVB
pT3a,pNX,pM1,greater than or equal to 20,2,IVB
pT3a,pNX,pM1,greater than or equal to 20,3,IVB
pT3a,pNX,pM1,greater than or equal to 20,4,IVB
pT3a,pNX,pM1,greater than or equal to 20,5,IVB
pT3a,pNX,pM1a,less than 10,1,IVB
pT3a,pNX,pM1a,less than 10,2,IVB
pT3a,pNX,pM1a,less than 10,3,IVB
pT3a,pNX,pM1a,less than 10,4,IVB
pT3a,pNX,pM1a,less than 10,5,IVB
pT3a,pNX,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,pM1a,greater than or equal to 20,1,IVB
pT3a,pNX,pM1a,greater than or equal to 20,2,IVB
pT3a,pNX,pM1a,greater than or equal to 20,3,IVB
pT3a,pNX,pM1a,greater than or equal to 20,4,IVB
pT3a,pNX,pM1a,greater than or equal to 20,5,IVB
pT3a,pNX,pM1b,less than 10,1,IVB
pT3a,pNX,pM1b,less than 10,2,IVB
pT3a,pNX,pM1b,less than 10,3,IVB
pT3a,pNX,pM1b,less than 10,4,IVB
pT3a,pNX,pM1b,less than 10,5,IVB
pT3a,pNX,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,pM1b,greater than or equal to 20,1,IVB
pT3a,pNX,pM1b,greater than or equal to 20,2,IVB
pT3a,pNX,pM1b,greater than or equal to 20,3,IVB
pT3a,pNX,pM1b,greater than or equal to 20,4,IVB
pT3a,pNX,pM1b,greater than or equal to 20,5,IVB
pT3a,pNX,pM1c,less than 10,1,IVB
pT3a,pNX,pM1c,less than 10,2,IVB
pT3a,pNX,pM1c,less than 10,3,IVB
pT3a,pNX,pM1c,less than 10,4,IVB
pT3a,pNX,pM1c,less than 10,5,IVB
pT3a,pNX,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pNX,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pNX,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pNX,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pNX,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pNX,pM1c,greater than or equal to 20,1,IVB
pT3a,pNX,pM1c,greater than or equal to 20,2,IVB
pT3a,pNX,pM1c,greater than or equal to 20,3,IVB
pT3a,pNX,pM1c,greater than or equal to 20,4,IVB
pT3a,pNX,pM1c,greater than or equal to 20,5,IVB
pT3a,pN0,cM1,less than 10,1,IVB
pT3a,pN0,cM1,less than 10,2,IVB
pT3a,pN0,cM1,less than 10,3,IVB
pT3a,pN0,cM1,less than 10,4,IVB
pT3a,pN0,cM1,less than 10,5,IVB
pT3a,pN0,cM1,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,cM1,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,cM1,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,cM1,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,cM1,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,cM1,greater than or equal to 20,1,IVB
pT3a,pN0,cM1,greater than or equal to 20,2,IVB
pT3a,pN0,cM1,greater than or equal to 20,3,IVB
pT3a,pN0,cM1,greater than or equal to 20,4,IVB
pT3a,pN0,cM1,greater than or equal to 20,5,IVB
pT3a,pN0,cM1a,less than 10,1,IVB
pT3a,pN0,cM1a,less than 10,2,IVB
pT3a,pN0,cM1a,less than 10,3,IVB
pT3a,pN0,cM1a,less than 10,4,IVB
pT3a,pN0,cM1a,less than 10,5,IVB
pT3a,pN0,cM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,cM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,cM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,cM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,cM1a,greater than or equal to 20,1,IVB
pT3a,pN0,cM1a,greater than or equal to 20,2,IVB
pT3a,pN0,cM1a,greater than or equal to 20,3,IVB
pT3a,pN0,cM1a,greater than or equal to 20,4,IVB
pT3a,pN0,cM1a,greater than or equal to 20,5,IVB
pT3a,pN0,cM1b,less than 10,1,IVB
pT3a,pN0,cM1b,less than 10,2,IVB
pT3a,pN0,cM1b,less than 10,3,IVB
pT3a,pN0,cM1b,less than 10,4,IVB
pT3a,pN0,cM1b,less than 10,5,IVB
pT3a,pN0,cM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,cM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,cM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,cM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,cM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,cM1b,greater than or equal to 20,1,IVB
pT3a,pN0,cM1b,greater than or equal to 20,2,IVB
pT3a,pN0,cM1b,greater than or equal to 20,3,IVB
pT3a,pN0,cM1b,greater than or equal to 20,4,IVB
pT3a,pN0,cM1b,greater than or equal to 20,5,IVB
pT3a,pN0,cM1c,less than 10,1,IVB
pT3a,pN0,cM1c,less than 10,2,IVB
pT3a,pN0,cM1c,less than 10,3,IVB
pT3a,pN0,cM1c,less than 10,4,IVB
pT3a,pN0,cM1c,less than 10,5,IVB
pT3a,pN0,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,cM1c,greater than or equal to 20,1,IVB
pT3a,pN0,cM1c,greater than or equal to 20,2,IVB
pT3a,pN0,cM1c,greater than or equal to 20,3,IVB
pT3a,pN0,cM1c,greater than or equal to 20,4,IVB
pT3a,pN0,cM1c,greater than or equal to 20,5,IVB
pT3a,pN0,pM1,less than 10,1,IVB
pT3a,pN0,pM1,less than 10,2,IVB
pT3a,pN0,pM1,less than 10,3,IVB
pT3a,pN0,pM1,less than 10,4,IVB
pT3a,pN0,pM1,less than 10,5,IVB
pT3a,pN0,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,pM1,greater than or equal to 20,1,IVB
pT3a,pN0,pM1,greater than or equal to 20,2,IVB
pT3a,pN0,pM1,greater than or equal to 20,3,IVB
pT3a,pN0,pM1,greater than or equal to 20,4,IVB
pT3a,pN0,pM1,greater than or equal to 20,5,IVB
pT3a,pN0,pM1a,less than 10,1,IVB
pT3a,pN0,pM1a,less than 10,2,IVB
pT3a,pN0,pM1a,less than 10,3,IVB
pT3a,pN0,pM1a,less than 10,4,IVB
pT3a,pN0,pM1a,less than 10,5,IVB
pT3a,pN0,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,pM1a,greater than or equal to 20,1,IVB
pT3a,pN0,pM1a,greater than or equal to 20,2,IVB
pT3a,pN0,pM1a,greater than or equal to 20,3,IVB
pT3a,pN0,pM1a,greater than or equal to 20,4,IVB
pT3a,pN0,pM1a,greater than or equal to 20,5,IVB
pT3a,pN0,pM1b,less than 10,1,IVB
pT3a,pN0,pM1b,less than 10,2,IVB
pT3a,pN0,pM1b,less than 10,3,IVB
pT3a,pN0,pM1b,less than 10,4,IVB
pT3a,pN0,pM1b,less than 10,5,IVB
pT3a,pN0,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,pM1b,greater than or equal to 20,1,IVB
pT3a,pN0,pM1b,greater than or equal to 20,2,IVB
pT3a,pN0,pM1b,greater than or equal to 20,3,IVB
pT3a,pN0,pM1b,greater than or equal to 20,4,IVB
pT3a,pN0,pM1b,greater than or equal to 20,5,IVB
pT3a,pN0,pM1c,less than 10,1,IVB
pT3a,pN0,pM1c,less than 10,2,IVB
pT3a,pN0,pM1c,less than 10,3,IVB
pT3a,pN0,pM1c,less than 10,4,IVB
pT3a,pN0,pM1c,less than 10,5,IVB
pT3a,pN0,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN0,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN0,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN0,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN0,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN0,pM1c,greater than or equal to 20,1,IVB
pT3a,pN0,pM1c,greater than or equal to 20,2,IVB
pT3a,pN0,pM1c,greater than or equal to 20,3,IVB
pT3a,pN0,pM1c,greater than or equal to 20,4,IVB
pT3a,pN0,pM1c,greater than or equal to 20,5,IVB
pT3a,pN1,cM1,less than 10,1,IVB
pT3a,pN1,cM1,less than 10,2,IVB
pT3a,pN1,cM1,less than 10,3,IVB
pT3a,pN1,cM1,less than 10,4,IVB
pT3a,pN1,cM1,less than 10,5,IVB
pT3a,pN1,cM1,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN1,cM1,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN1,cM1,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN1,cM1,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN1,cM1,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN1,cM1,greater than or equal to 20,1,IVB
pT3a,pN1,cM1,greater than or equal to 20,2,IVB
pT3a,pN1,cM1,greater than or equal to 20,3,IVB
pT3a,pN1,cM1,greater than or equal to 20,4,IVB
pT3a,pN1,cM1,greater than or equal to 20,5,IVB
pT3a,pN1,cM1a,less than 10,1,IVB
pT3a,pN1,cM1a,less than 10,2,IVB
pT3a,pN1,cM1a,less than 10,3,IVB
pT3a,pN1,cM1a,less than 10,4,IVB
pT3a,pN1,cM1a,less than 10,5,IVB
pT3a,pN1,cM1a,"greater than or equal to 10, but less than 20",1,IVB
pT3a,pN1,cM1a,"greater than or equal to 10, but less than 20",2,IVB
pT3a,pN1,cM1a,"greater than or equal to 10, but less than 20",3,IVB
pT3a,pN1,cM1a,"greater than or equal to 10, but less than 20",4,IVB
pT3a,pN1,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT3a,pN1,cM1a,greater than or equal to 20,1,IVB
pT3a,pN1,cM1a,greater than or equal to 20,2,IVB
pT3a,pN1,cM1a,greater than or equal to 20,3,IVB
pT3a,pN1,cM1a,greater than or equal to 20,4,IVB
pT3a,pN1,cM1a,greater than or equal to 20,5,IVB
pT3a,pN1,cM1b,less than 10,1,IVB
pT3a,pN1,cM1b,less than 10,2,IVB
pT3a,pN1,cM1b,less than 10,3,IVB
pT3a,pN1,cM1b,less than 10,4,IVB
